time(s)	X(pixel)	Y(pixel)
0,00000	457,00000	253,00000
0,10000	458,26196	267,49805
0,20000	457,37976	282,75360
0,30000	457,19974	290,37183
0,40000	459,75977	304,81226
0,50000	460,37527	323,59488
0,60000	457,82437	327,42535
0,70000	459,43530	341,88290
0,80000	459,90720	356,57358
0,90000	459,63461	363,40915
1,00000	459,06158	377,89520
1,10000	460,78107	392,63913
