time(s)	X(pixel)	Y(pixel)
0,00000	537,00000	301,00000
0,10000	537,03461	326,25510
0,20000	538,45422	376,49991
0,30000	537,67773	427,69421
0,40000	539,45422	478,49991
0,50000	539,10382	503,10562
0,60000	540,10382	552,10565
0,70000	540,10382	602,10565
0,80000	541,18091	627,59729
