time(s)	X(pixel)	Y(pixel)
0,00000	542,77832	279,53445
0,10000	542,44543	305,93298
0,20000	541,96875	358,04037
0,30000	544,61713	407,23080
0,40000	543,19702	433,47650
0,50000	543,25708	484,63754
0,60000	545,61713	534,23083
0,70000	545,06842	584,15765
0,80000	546,61713	633,23083
0,90000	546,76495	656,94153
