0.00000	427.46555	264.22168
0.10000	427.35867	289.73654
0.20000	426.76920	303.38287
0.30000	427.15646	315.07117
0.40000	427.45657	339.56274
0.50000	428.50900	364.16431
0.60000	428.08020	388.15378
0.70000	428.87292	399.33087
0.80000	429.31165	436.14508
0.90000	430.19388	449.22379
1.00000	429.87335	472.57962
1.10000	430.37640	485.44214
1.20000	431.02307	509.20444
1.30000	431.47812	521.16498
1.40000	430.46555	544.22168
1.50000	431.50900	568.16431
1.60000	431.75211	590.62292
1.70000	433.62543	614.74731
1.80000	432.85196	626.18805
1.90000	433.30655	637.17560
2.00000	430.84747	661.16547
2.10000	435.21954	685.38910
2.20000	434.47812	707.16498
2.30000	436.30096	718.38196
2.40000	437.11441	755.33331
2.50000	436.83185	765.07666
2.60000	435.93298	786.44543
2.70000	437.30655	812.17560
2.80000	437.78741	821.68982
2.90000	437.57120	843.46631
