0.00000	454.52390	349.36584
0.10000	456.12292	362.91382
0.20000	455.10889	385.57501
0.30000	456.40894	397.46240
0.40000	456.24734	421.82977
0.50000	456.40894	444.46240
0.60000	457.40894	468.46240
0.70000	456.84198	492.99832
0.80000	458.54276	525.57318
0.90000	459.05032	537.71326
1.00000	459.43744	560.90027
1.10000	460.42374	583.33069
1.20000	458.29150	606.23810
1.30000	457.81888	630.43677
1.40000	457.24646	650.55139
1.50000	461.07446	664.76398
1.60000	461.10889	686.57501
1.70000	461.45361	707.97943
1.80000	461.29895	731.16675
1.90000	462.76773	751.82813
2.00000	463.76895	784.48987
2.10000	463.75031	798.56226
2.20000	463.71326	806.94965
2.30000	462.96652	831.86835
2.40000	467.63669	853.01367
2.50000	466.00000	873.00000
2.60000	467.10889	888.57501
2.70000	466.13382	906.11078
