0.00000	586.00000	256.00000
0.10000	586.73419	272.84985
0.20000	591.80811	281.05316
0.30000	586.91229	306.94839
0.40000	586.08679	324.05313
0.50000	587.25757	340.16385
0.60000	586.91229	357.94839
0.70000	587.08679	374.05313
0.80000	587.17267	391.10776
0.90000	587.34149	407.22144
1.00000	588.08679	424.05313
1.10000	587.91229	432.94839
1.20000	588.08679	449.05313
1.30000	589.17267	464.10776
1.40000	588.08679	473.05313
1.50000	588.42438	489.28049
1.60000	588.17267	506.10776
1.70000	589.25757	521.16388
1.80000	589.25757	529.16388
1.90000	589.00000	546.00000
2.00000	589.82367	553.89838
2.10000	589.17267	570.10773
2.20000	588.91229	586.94843
2.30000	589.34149	602.22144
2.40000	588.55280	612.75757
2.50000	590.08679	626.05310
2.60000	589.08679	643.05310
2.70000	590.73419	649.84985
2.80000	589.82367	666.89838
2.90000	588.55280	684.75757
3.00000	589.25757	690.16388
3.10000	588.91229	706.94843
3.20000	590.82367	721.89838
3.30000	590.00000	730.00000
3.40000	591.17267	744.10773
3.50000	589.82367	761.89838
3.60000	591.73419	775.84985
3.70000	591.17267	791.10773
3.80000	593.25757	805.16388
3.90000	592.17267	814.10773
4.00000	592.17267	822.10773
4.10000	592.64392	838.80292
4.20000	593.64392	852.80292
4.30000	591.73419	869.84985
4.40000	592.91229	883.94843
4.50000	592.82367	899.89838
4.60000	592.73419	915.84985
4.70000	592.36829	932.67163
4.80000	594.25757	944.16388
4.90000	595.08679	959.05310
