0.00000	538.96509	260.00031
0.10000	539.00000	286.00000
0.20000	538.89532	304.00275
0.30000	541.00000	321.00000
0.40000	539.96509	338.00031
0.50000	542.10468	355.00275
0.60000	541.03491	372.00031
0.70000	542.06982	389.00122
0.80000	543.06982	406.00122
0.90000	540.00000	415.00000
1.00000	540.13953	431.00488
1.10000	542.03491	449.00031
1.20000	541.00000	466.00000
1.30000	542.96509	483.00031
1.40000	540.03491	499.00031
1.50000	542.00000	516.00000
1.60000	543.03491	532.00031
1.70000	542.96509	541.00031
1.80000	543.10468	556.00275
1.90000	542.96509	574.00031
2.00000	545.06982	589.00122
2.10000	543.13953	597.00488
2.20000	543.06982	614.00122
2.30000	545.03491	630.00031
2.40000	544.06982	646.00122
2.50000	544.10468	662.00275
2.60000	543.03491	671.00031
2.70000	546.00000	687.00000
2.80000	546.00000	703.00000
2.90000	545.03491	711.00031
3.00000	546.10468	726.00275
3.10000	545.06982	743.00122
3.20000	547.00000	751.00000
3.30000	547.06982	766.00122
3.40000	546.00000	783.00000
3.50000	547.10468	798.00275
3.60000	546.10468	814.00275
3.70000	547.06982	822.00122
3.80000	548.10468	829.00275
3.90000	546.10468	846.00275
4.00000	548.10468	861.00275
4.10000	549.00000	877.00000
4.20000	549.00000	885.00000
4.30000	548.13953	900.00488
4.40000	549.10468	916.00275
4.50000	549.06982	924.00122
4.60000	549.03491	940.00031
4.70000	550.10468	955.00275
4.80000	548.96509	972.00031
4.90000	549.03491	987.00031
